source,body_name,corner_label,morph,q,stage_index,user_stage,pole_freq_hz,pole_radius,zero_freq_hz,zero_radius,c0,c1,c2,c3,c4,stage_peak_db,cancellation_db,role,source_file
compiled-v1,radio_bass_open,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,0,S1,,,,,1.0,-1.0756483227014542,0.3525390625,-1.2637360095977783,0.4306640625,10.62,-16.42,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,1,S2,,,,,1.0,-0.8010010123252869,0.17301830112934113,-0.385138601064682,0.040000001192092904,10.62,-11.16,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,radio_bass_open,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\radio_bass_open.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,0,S1,,,,,1.0,-1.1405327394604683,0.32525634765625,-1.2341817617416382,0.38092041015625,11.76,-20.03,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,1,S2,,,,,1.0,-0.39993739128112793,0.040000004972854164,-0.9870662093162537,0.24365117987577012,14.58,-8.7,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,0,S1,,,,,1.0,-1.1405327394604683,0.32525634765625,-1.2341817617416382,0.38092041015625,11.76,-20.03,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,1,S2,,,,,1.0,-0.39993739128112793,0.040000004972854164,-0.9870662093162537,0.24365117987577012,14.58,-8.7,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,0,S1,,,,,1.0,-1.1397692635655403,0.33603759855031967,-1.2556769847869873,0.40045166015625,11.26,-19.51,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,1,S2,,,,,1.0,-0.3968559205532074,0.03999999957603961,-0.8637120127677917,0.18946636515183002,20.41,-8.31,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,0,S1,,,,,1.0,-1.1397692635655403,0.33603759855031967,-1.2556769847869873,0.40045166015625,11.26,-19.51,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,1,S2,,,,,1.0,-0.3968559205532074,0.03999999957603961,-0.8637120127677917,0.18946636515183002,20.41,-8.31,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.peak_shelf.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,0,S1,,,,,1.0,-1.1405327394604683,0.32525634765625,-1.2341817617416382,0.38092041015625,11.76,-20.03,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,1,S2,,,,,1.0,-0.39993739128112793,0.040000004972854164,-0.9870662093162537,0.24365117987577012,14.58,-8.7,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,0,S1,,,,,1.0,-1.1405327394604683,0.32525634765625,-1.2341817617416382,0.38092041015625,11.76,-20.03,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,1,S2,,,,,1.0,-0.39993739128112793,0.040000004972854164,-0.9870662093162537,0.24365117987577012,14.58,-8.7,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,0,S1,,,,,1.0,-1.1397692635655403,0.33603759855031967,-1.2556769847869873,0.40045166015625,11.26,-19.51,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,1,S2,,,,,1.0,-0.3968559205532074,0.03999999957603961,-0.8637120127677917,0.18946636515183002,20.41,-8.31,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,0,S1,,,,,1.0,-1.1397692635655403,0.33603759855031967,-1.2556769847869873,0.40045166015625,11.26,-19.51,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,1,S2,,,,,1.0,-0.3968559205532074,0.03999999957603961,-0.8637120127677917,0.18946636515183002,20.41,-8.31,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,reese_belch,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\reese_belch.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,0,S1,,,,,1.0,-1.1968386322259903,0.3581274449825287,-1.3280150890350342,0.44097900390625,10.21,-21.36,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,1,S2,,,,,1.0,-0.39996689558029175,0.039999965460310705,-1.0476933717727661,0.2744607514453037,12.22,-8.85,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,0,S1,,,,,1.0,-1.1968386322259903,0.3581274449825287,-1.3280150890350342,0.44097900390625,10.21,-21.36,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,1,S2,,,,,1.0,-0.39996689558029175,0.039999965460310705,-1.0476933717727661,0.2744607514453037,12.22,-8.85,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
compiled-v1,sub_throat,M0_Q100,0.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\sub_throat.peak_shelf.raw.compiled.json
